id,name,runtime,entrypoint,entrypoint_exists,resource_count,risk_level,permission_count,connector_count,external_write_allowed,requires_confirmation,dry_run_default,rollback_required,handles_sensitive_data,activation_priority,source_type,source_file,description
social-data-retrospective-private-domain,Social Data Retrospective Private Domain,instruction_only,SKILL.md,True,0,high,0,0,False,True,True,True,True,80,user_provided_backup,docs/sources/Skills_Full_Configurations_Backup_20260818.md,社群數據覆盤與私域經營 Skill，建立社群內容週期、IG/FB 數據覆盤、電子報與公域轉私域導流。
speak-human-tw,Speak Human Tw,instruction_only,SKILL.md,True,0,low,0,0,False,False,True,False,False,40,user_provided_backup,docs/sources/Skills_Full_Configurations_Backup_20260818.md,「說人話」繁體中文去 AI 味改寫技能。識別 AI 寫作痕跡，校正中國用語與半形標點，提升自然度與台灣繁體語感。
startup-cashflow-pnl-planning,Startup Cashflow Pnl Planning,instruction_only,SKILL.md,True,0,high,0,0,False,True,True,True,True,80,user_provided_backup,docs/sources/Skills_Full_Configurations_Backup_20260818.md,創業現金流與損益表規劃 Skill，建立個人、副業與創業損益表，拆解業績目標、情境與悲觀現金流底線。
startup-venture-builder,Startup Venture Builder,instruction_only,SKILL.md,True,0,medium,0,0,False,False,True,False,False,60,user_provided_backup,docs/sources/Skills_Full_Configurations_Backup_20260818.md,"Startup Venture Builder for opportunity discovery, market validation, MVP roadmap, business modeling, sales system, and investor stress testing. Use when the user asks for startup idea validation, business model design, MVP roadmap, landing page copy, or startup stress testing."
system-file-audit-organizer,system-file-audit-organizer,instruction_only,SKILL.md,True,0,high,0,0,False,True,True,True,False,70,user_provided_backup,docs/sources/skills_export_20260818.zip,"Audit system files and directories, execute obvious file organization tasks, and generate user-confirmation proposals for major changes. Use when the user asks to audit computer files, clean up downloads/desktop, or organize system folders."
threads-api-skill,threads-api-skill,instruction_only,SKILL.md,True,0,high,0,1,False,True,True,True,True,70,user_provided_backup,docs/sources/skills_export_20260818.zip,"Comprehensive assistance with Meta's Threads API development for building applications that integrate with Meta's Threads social platform, including OAuth authentication, text/media/carousel posting, profile data retrieval, analytics insights, and webhook processing. Use when the user asks to integrate with Threads API, post to Threads, fetch Threads metrics, or set up Threads webhooks."
threads-viral-consultant,Threads Viral Consultant,instruction_only,SKILL.md,True,0,medium,0,0,False,False,True,False,True,60,user_provided_backup,docs/sources/Skills_Full_Configurations_Backup_20260818.md,"Threads content strategy and conversion consultant. Use when the user asks to create Threads posts, optimize Threads profile bio, design Threads content funnel, analyze viral Threads posts, or build Threads DM conversion scripts."
to_prd,To PRD,instruction_only,SKILL.md,True,1,low,0,0,False,True,True,False,False,40,,,Turn conversation and codebase context into a structured PRD in Markdown.
ui-minimalist-animation-enhancer,ui-minimalist-animation-enhancer,instruction_only,SKILL.md,True,0,high,0,0,False,True,True,True,False,70,user_provided_backup,docs/sources/skills_export_20260818.zip,"Refine web/app UI for minimalism, improve information hierarchy, and add fluid entrance and exit animations. Use when the user asks to improve UI, add entrance/exit animations, simplify layout, or make interface aesthetic and clean."
user-instructions,User Instructions,instruction_only,SKILL.md,True,0,high,0,1,True,True,True,True,True,80,user_provided_backup,docs/sources/Skills_Full_Configurations_Backup_20260818.md,"Personalized instructions and context for Gemini Spark to work with Guan Hong Chen (陳冠宏), integrating domain-specific user skills and Full-Sprint AI Research methodology for automated workflow execution."
veo-short-video-prompt-engineer,veo-short-video-prompt-engineer,instruction_only,SKILL.md,True,3,medium,0,0,False,True,True,True,False,60,user_provided_backup,docs/sources/skills_export_20260818.zip,Google Veo 3.1 電影級影音提示詞工程與生成式導演 Skill。支援 T2V、I2V/R2V 主體錨定、首尾插值、原生音訊 2.0、多鏡頭敘事與 JSON 工業級提示詞。適用於撰寫 Veo 3/3.1 提示詞、短影音腳本、分鏡指令、電影級運鏡與光影設定。
video-editing-preproduction-script-cuts,Video Editing Preproduction Script Cuts,instruction_only,SKILL.md,True,0,high,0,0,False,True,True,True,False,80,user_provided_backup,docs/sources/Skills_Full_Configurations_Backup_20260818.md,影片剪輯前製與腳本切點 Skill，從帶時間碼逐字稿產出保留/刪除區段、章節、標題與短影音選段。
warp-ai-multi-agent,Warp Ai Multi Agent,instruction_only,SKILL.md,True,0,high,0,0,False,True,True,True,False,80,user_provided_backup,docs/sources/Skills_Full_Configurations_Backup_20260818.md,"Warp AI Multi-Agent War Room Launch Configuration. Use when the user asks to configure Warp terminal launch configurations, set up multi-pane CLI agent layouts, or troubleshoot Warp terminal AI agent workflows."
website-auditing,website-auditing,instruction_only,SKILL.md,True,0,high,0,0,False,True,True,False,False,70,user_provided_backup,docs/sources/skills_export_20260818.zip,網站與 SEO 綜合稽核 Skill。當使用者需要對網站進行技術 SEO、載入速度、行動版體驗或內容品質稽核時使用。
website-custom-optimizer,Website Custom Optimizer,instruction_only,SKILL.md,True,2,medium,0,1,False,True,True,False,True,60,,,"Diagnose and optimize websites, landing pages, product pages, service pages, enrollment pages, internal portals, and knowledge bases for clarity, trust, SEO, UX, CRO, mobile experience, performance, accessibility, launch readiness, and execution planning."
website-landing-page-builder,Website Landing Page Builder,instruction_only,SKILL.md,True,0,high,0,1,False,True,True,True,False,80,user_provided_backup,docs/sources/Skills_Full_Configurations_Backup_20260818.md,網站／落地頁建置 Skill，用 Agent 直接產出可上線的互動式單頁（敘事、版面、前後對照、成本試算、CTA）。
weekly-podcast-script,weekly-podcast-script,instruction_only,SKILL.md,True,0,high,0,0,False,True,True,False,True,70,user_provided_backup,docs/sources/skills_export_20260818.zip,"Write, refine, and optimize weekly podcast scripts in the persona of Podcast Host Big E (大E) with natural Taiwanese spoken phrasing. Use when the user asks to generate a weekly podcast script, transform raw notes or transcripts into a podcast episode, or draft a weekly podcast script."
workspace-project-cleanup-agent,workspace-project-cleanup-agent,instruction_only,SKILL.md,True,0,high,0,0,False,True,True,True,False,70,user_provided_backup,docs/sources/skills_export_20260818.zip,"Audit workspace projects, identify abandoned or duplicate work, and safely execute cleanup on git-tracked branches. Use when the user asks to clean up workspace, find abandoned or duplicate projects, or organize codebase projects."
write_a_skill,Write a Skill,instruction_only,SKILL.md,True,1,low,0,0,False,True,True,False,False,40,,,"Create a new agent skill with structure, trigger guidance, and supporting resources."
youtube-learning-summary-exporter,Youtube Learning Summary Exporter,instruction_only,SKILL.md,True,0,high,0,0,False,True,True,True,False,80,user_provided_backup,docs/sources/Skills_Full_Configurations_Backup_20260818.md,批量抓取指定 YouTube 頻道最新影片逐字稿，轉換為結構化速讀摘要、問答解析與行動建議，並自動匯出至 Google Drive 資料夾。當使用者要求整理 YT 頻道最新影片、製作影片學習筆記、產出逐字稿精華或匯出自學筆記至 Drive 時使用。
youtube-transcript-summarizer,youtube-transcript-summarizer,instruction_only,SKILL.md,True,0,medium,0,1,False,True,True,False,True,60,user_provided_backup,docs/sources/skills_export_20260818.zip,"Summarize YouTube video transcripts into structured, easily readable notes with key points, Q&A format for interviews, action items, conclusions, and key quotes. Use when the user asks to summarize a YouTube video transcript, process transcript text into notes, or extract structured summaries from YouTube transcripts."
